place,city,country
Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego we Wrocławiu /ID# 212602,Wrocław,PL
EPE /ID# 160739,Guimarães,PT
Centro Hospitalar do Algarve - Hospital de Portimão /ID# 167750,Portimao,PT
Centro Hosp de Lisboa Central /ID# 160675,Lisbon,PT
EPE /ID# 167749,Lisbon,PT
E.P.E /ID# 160747,Almada,PT
Hospital de Faro /ID# 160715,Faro,PT
EPE /ID# 160694,Lisboa,PT
Hospital Beatriz Angelo /ID# 207757,Loures,PT
EPE /ID# 160695,Porto,PT
Centro Hospitalar de Entre o D /ID# 160674,Santa Maria Da Feira,PT
Centro Hospi de Tondela Viseu /ID# 160697,Viseu,PT
Institutul Clinic Fundeni /ID# 163046,Sector,RO
Institutul Clinic Fundeni /ID# 163264,Sector,RO
Tvm Med Serv Srl /Id# 166294,Cluj,RO
Cabinet Particular Policlinic Algomed /ID# 163047,Timisoara,RO
Centrul Medical Tuculanu SRL /ID# 166295,Timisoara,RO
Kemerovo Regional Clinical Hospital n.a. S.V. Belyaev /ID# 161310,Kemerovo,RU
Perm state medical university n.a. E.A. Vagner /ID# 207440,Perm,RU
hepatol /ID# 156949,Stavropol,RU
Tver Regional Clinical Hosp. /ID# 205925,Tver,RU
Regional Clinical Hospital #1 /ID# 163453,Tyumen,RU
Alliance Biomedical Ural Group /ID# 156950,Izhevsk,RU
State Scientific Ctr Coloproct /ID# 204809,Moscow,RU
LLC Novosibirski Gastrocenter /ID# 217554,Novosibirsk,RU
Saint Petersburg State Pediatric Medical University /ID# 211977,SanktPeterburg,RU
City Clinical Hospital # 31 /ID# 208866,St. Petersburg,RU
Ulyanovsk State clinical hospi /ID# 156946,Ulyanovsk,RU
Clinical Center RS /ID# 156973,Belgrade,RS
Clinical Hosp Center Zvezdara /ID# 156978,Belgrade,RS
Military Medical Academy /ID# 156979,Belgrade,RS
Clin Hosp Ctr Bezanijska Kosa /ID# 156976,Belgrade,RS
Clinical Center Kragujevac /ID# 156975,Kragujevac,RS
Clinical Center Vojvodina /ID# 156972,Novi Sad,RS
University Children's Hospital 'Tirsova' /ID# 211481,Belgrade,RS
Clinical Hospital Center Dr Dragisa Misovic - Dedinje /ID# 212797,Belgrade,RS
General Hospital Leskovac /ID# 209574,Leskovac,RS
National University Hospital /ID# 160658,,SG
SG General Hospital /ID# 160657,,SG
KL Ling Gastroenterology and Liver Clinic /ID# 205737,,SG
Univerzitna nemocnica Martin /ID# 163200,Martin,SK
FN s poliklinikou F.D. Rooseve /ID# 156465,Banska Bystrica,SK
KM Management s.r.o. /ID# 206763,Nitra,SK
Gastro I.S.R.O. /ID# 156466,Presov,SK
Clinresco Centres /ID# 163864,Johannesburg,ZA
7441 Cape Town,Milnerton,ZA
Kingsbury Hospital /ID# 163116,Cape Town,ZA
Mediclinic Constantiaberg /ID# 163115,Cape Town,ZA
Complejo Hospitalario Universitario de Ferrol /ID# 157527,Ferrol,ES
Hospital Universitario Parc Tauli /ID# 159230,Barcelona,ES
Hospital Clinico y Provincial Barcelona /ID# 157526,Barcelona,ES
Hospital Universitario Basurto /ID# 205189,Bilbao,ES
Hospital General Universitario Gregorio Maranon /ID# 161435,Madrid,ES
Hospital Universitario La Paz /ID# 159228,Madrid,ES
Hosp Univ Puerta de Hierro /ID# 157575,Majadahonda,ES
Hospital Clinico Univ de Salamanca /ID# 157532,Salamanca,ES
Hospital Universitario Virgen Macarena /ID# 160819,Sevilla,ES
Hospital Universitario y Politecnico La Fe /ID# 157530,Valencia,ES
Hosp Clin Univ Lozano Blesa /ID# 212523,Zaragoza,ES
Hospital Univ Miguel Servet /ID# 157531,Zaragoza,ES
Skanes Universitetssjukhus /ID# 211235,Malmö,SE
GHP Stockholm Gastro Center /ID# 210479,Stockholm,SE
Sahlgrenska University Hosp /ID# 157879,Goteborg,SE
SU Molndal. /ID# 157880,Molndal,SE
Karolinska Univ Sjukhuset /ID# 209966,Solna,SE
Ersta diakoni /ID# 157878,Stockholm,SE
Danderyd Hospital /ID# 202136,Stockholm,SE
Universitaetsspital Basel /ID# 164555,Basel,CH
Universitaetsklinik /ID# 163531,Bern,CH
Universitatsspital Zurich /ID# 163532,Zurich,CH
Medical Centre OK Clinic of International Institute of Clinical Research LLC /ID# 211997,Kyiv,UA
Kyiv Municipal Clinical Hospital #18 /ID# 162521,Kiev,UA
Vinnytsia Regional Clinical Hospital n.a. M.I.Pyrogov /ID# 216265,Vinnytsia,UA
Scientific Research Institute of Invalid Rehabilitation /ID# 211516,Vinnytsia,UA
Volyn regional clinical hospital /ID# 206788,Lutsk,UA
Public Institution Kherson City Clinical Hospital named after le.le. Karabelesh /ID# 212050,Kherson,UA
Consultative and Diagnostic Ce /ID# 165651,Kyiv,UA
Medical Center of LLC Medbud-Clinic /ID# 216929,Kyiv,UA
Kyiv Railway Clinical Hosp No.2 /ID# 217330,Kyiv,UA
Lviv Railway Clinical Hospital /ID# 165650,Lviv,UA
Transcarpathian Regional Clin. /ID# 168419,Uzhhorod,UA
Kharkiv City Clinical Hospital /ID# 165649,Харків,UA
RD&E Hospital /ID# 157517,Exeter,GB
The Royal London Hospital /ID# 163710,London,GB
Guy's and St Thomas' NHS Found /ID# 157519,London,GB
Ashford and St Peter's Hospitals NHS Foundation Trust /ID# 207937,Chertsey,GB
Fairfield General Hospital /ID# 207764,Bury,GB
Addenbrookes Hospital /ID# 158031,Cambridge,GB
Western General Hospital /ID# 207447,Edinburgh,GB
Huddersfield Royal Infirmary /ID# 209569,Huddersfield,GB
Hull and East Yorkshire Hospitals NHS Trust /ID# 158757,Hull,GB
St. James University Hospital /ID# 157523,Leeds,GB
Kings Healthcare NHS Trust /ID# 158756,London,GB
The Newcastle Upon Tyne Hospitals NHS Foundation Trust /ID# 163709,Newcastle Upon Tyne,GB
Oxford University Hospitals NHS Foundation Trust The John Radcliffe Hospital /ID# 158033,Oxford,GB
901 East Willetta Street,Phoenix,US
Building B,Sun City,US
3151 Airway Avenue T 3,Costa Mesa,US
2515 McCabe Way,Irvine,US
25043 Narbonne Avenue,Lomita,US
Suite 130,Santa Ana,US
Suite 316,Basalt,US
Suite 100,Colorado Springs,US
950 E Harvard Ave,Denver,US
Suite 600,New Haven,US
800 NW 17th Avenue,Delray Beach,US
Suite 200,Hollywood,US
Suite 102,Lake Worth,US
Pkwy Ste 230,Maitland,US
Suite 405,Miami,US
Suite 112,Miami,US
Suite 202,Orlando,US
2040 Whitfield Avenue,Sarasota,US
2230 Liliha st 104,Honolulu,US
Suite 182,Meridian,US
Neuroscience Institute Brock,Elk Grove Village,US
Suite 301,Farmington Hills,US
415 South 28th Avenue,Hattiesburg,US
209 209,Albuquerque,US
Room 226,New York,US
7809 Sardis Road,Charlotte,US
STE 406/408,Tulsa,US
Suite 350,Portland,US
1018 Waterman Ave,East Providence,US
345 Blackstone Blvd.,Providence,US
316 Calhoun Street 5th Floor,Charleston,US
1 Valleybrook Drive Suite 400,Toronto,CA
Ave Hostos 405,San Juan,PR
Phoenix VA Healthcare /ID# 162264,Phoenix,US
HonorHealth Research Institute - Shea /ID# 161780,Scottsdale,US
Physician's Research Group /ID# 211884,Tempe,US
University of Arizona /ID# 158502,Tucson,US
Atria Clinical Research /ID# 164505,Little Rock,US
TLC Clinical Research Inc /ID# 212719,Beverly Hills,US
Southern California Res. Ctr. /ID# 211991,Coronado,US
Newport Huntington Medical Group /ID# 213035,Huntington Beach,US
UC San Diego Health Systems /ID# 155555,La Jolla,US
United Gastroenterologists /ID# 207888,Los Alamitos,US
Gastrointestinal Biosciences /ID# 162657,Los Angeles,US
United Gastroenterologists - Murrieta /ID# 158300,Murrieta,US
Kaiser Permanente - San Diego (Palm Ave) /ID# 218113,San Diego,US
San /ID# 157127,San Francisco,US
Cedars-Sinai Medical Center - West Hollywood /ID# 163839,West Hollywood,US
Peak Gastroenterology Associat /ID# 165843,Colorado Springs,US
Rocky Mountain Pediatric Gastroenterology /ID# 207170,Lone Tree,US
Western Connecticut Medical Group /ID# 165879,Danbury,US
PA /ID# 162262,Brandon,US
Inc. /ID# 205865,Clearwater,US
Inc. /ID# 208125,Clearwater,US
Inc /ID# 162808,Clermont,US
LLC /ID# 171082,DeBary,US
Universal Axon Clinical Resear /ID# 165428,Doral,US
Nature Coast Clinical Research /ID# 159408,Inverness,US
LLC /ID# 163083,Kissimmee,US
Alliance Medical Research /ID# 163837,Lighthouse Point,US
Ctr for Advanced Gastroenterol /ID# 202479,Maitland,US
University of Miami /ID# 155007,Miami,US
Coral Research Clinic /ID# 158456,Miami,US
Nirvana Research Center /ID# 161832,Miami,US
Gastroenterology Group Naples /ID# 165204,Naples,US
Advanced Research Institute /ID# 161966,New Port Richey,US
Inc. /ID# 205906,Orlando,US
IMIC Inc. /ID# 154942,Palmetto Bay,US
Atlanta Gastro Assoc /ID# 154724,Atlanta,US
Gastro Assoc of Central GA /ID# 154850,Macon,US
Northwestern University /ID# 158261,Chicago,US
University of Chicago /ID# 157124,Chicago,US
NorthShore University HealthSystem - Evanston Hospital /ID# 158265,Evanston,US
Southwest Gastroenterology /ID# 164781,Oak Lawn,US
Cotton-O'Neil Clinical Res Ctr /ID# 154722,Topeka,US
University of Kentucky Chandler Medical Center /ID# 157120,Lexington,US
University of Louisville /ID# 210525,Louisville,US
Gastroenterology Associates LLC - Jefferson Hwy /ID# 161963,Baton Rouge,US
Houma Digestive Health Special /ID# 158264,Houma,US
Delricht Research /ID# 206644,New Orleans,US
LLC /ID# 161317,New Orleans,US
Louisiana Research Ctr. LLC /ID# 162237,Shreveport,US
Inc.Chevy Chase Clinical Research /ID# 154832,Chevy Chase,US
Gastro Center of Maryland /ID# 165001,Columbia,US
University of Michigan Hospitals /ID# 157126,Ann Arbor,US
LLC /ID# 169179,Chesterfield,US
Center for Digestive Health /ID# 154683,Troy,US
PLC /ID# 161313,Wyoming,US
Mayo Clinic - Rochester /ID# 163086,Rochester,US
Southern Therapy and Advanced Research (STAR) LLC /ID# 154831,Jackson,US
Saint Louis University School of Medicine /ID# 161883,Saint Louis,US
University of Nebraska Med Ctr /ID# 210058,Omaha,US
Las Vegas Medical Research /ID# 160170,Las Vegas,US
LLC /ID# 210985,Las Vegas,US
NY Scientific /ID# 158294,Brooklyn,US
Saratoga Schenectady Gastroenterology Associates - Burnt Hills /ID# 213447,Burnt Hills,US
Intercity Advanced Gastroentertology Center /ID# 215205,Fresh Meadows,US
Long Island Clinical Research /ID# 154829,Great Neck,US
Digestive Dis Care/Excel Med /ID# 211777,New Hyde Park,US
North Shore University Hospital /ID# 168738,New Hyde Park,US
NYU Langone Medical Center /ID# 160169,New York,US
Weill Cornell Medicine /ID# 165878,New York,US
Icahn School of Med Mt. Sinai /ID# 165612,New York,US
Columbia Univ Medical Center /ID# 161899,New York,US
Northwell /ID# 168467,New York,US
DiGiovanna Institute for Medic /ID# 171126,North Massapequa,US
Univ NC Chapel Hill /ID# 154833,Chapel Hill,US
Atrium Health Carolinas Medical Center /ID# 158428,Charlotte,US
LLC /ID# 154873,Raleigh,US
LLC /ID# 169718,Fargo,US
Tri-State Endoscopy /ID# 154927,Cincinnati,US
Cleveland Clinic Main Campus /ID# 209226,Cleveland,US
The Ohio State University - Columbus /ID# 164708,Columbus,US
Ltd. /ID# 167887,Columbus,US
Hometown Urgent Care and Resea /ID# 170464,Dayton,US
Great Lakes Gastroenterology Research LLC /ID# 201770,Mentor,US
Hightower Clinical /ID# 211993,Oklahoma City,US
Digestive Disease Specialists /ID# 170775,Oklahoma City,US
Adult Gastroenterology Associates - Main /ID# 208864,Tulsa,US
Children's Hospital of Pittsburgh of UPMC /ID# 212544,Pittsburgh,US
LTD /ID# 208297,Wyomissing,US
Medical University of South Carolina /ID# 212858,Charleston,US
P.A. /ID# 154904,Greenville,US
Rapid City Medical Center /ID# 163838,Rapid City,US
Gastro One /ID# 154726,Germantown,US
East Tennessee Research Instit /ID# 168739,Johnson City,US
Clinical Neuroscience /ID# 164180,Memphis,US
Vanderbilt Univ Med Ctr /ID# 157121,Nashville,US
TX Clinical Research Institute /ID# 159404,Arlington,US
Inquest Clinical Research /ID# 165694,Baytown,US
Texas Digestive Disease Consultants /ID# 209797,Cedar Park,US
Texas Digestive Disease Consultants /ID# 209946,Cedar Park,US
Baylor Scott & White Research /ID# 159406,Dallas,US
DHAT Research Institute /ID# 158208,Garland,US
Vilo Research Group Inc /ID# 207655,Houston,US
Baylor College of Medicine /ID# 158203,Houston,US
Inc. - Houston /ID# 201219,Houston,US
Clinical Associates in Researc /ID# 161323,San Antonio,US
LLC /ID# 168773,San Antonio,US
Baylor Scott & White Health - Temple /ID# 204131,Temple,US
LLC /ID# 166797,Tyler,US
Victoria gastroenterology /ID# 164290,Victoria,US
Advanced Research Institute /ID# 154907,Ogden,US
University of Vermont Medical Center /ID# 216006,Burlington,US
Hunter Holmes McGuire VA Medical Center /ID# 159988,Richmond,US
Virginia Mason Medical Center /ID# 155556,Seattle,US
West Virginia University /ID# 167941,Morgantown,US
Hopital Centenario /ID# 170886,Rosario,AR
Cemic /Id# 168078,Buenos Aires,AR
Hospital Britanico de Buenos /ID# 168077,Ciudad Autonomade Buenos Aires,AR
Hospital Privado Univesitario /ID# 168076,Cordoba,AR
Mater Hospital /ID# 167220,Brisbane,AU
Griffith University /ID# 212635,Southport,AU
Lyell McEwin Hospital /ID# 212215,Elizabeth Vale,AU
Emeritus Research /ID# 213512,Camberwell,AU
Footscray Hospital /ID# 212213,Footscray,AU
Universitätsklinikum St.Pölten /ID# 166424,St. Pölten,AT
LKH-Univ. Klinikum Graz /ID# 158140,Graz,AT
Krankenhaus der Barmherzigen Brüder Wien /ID# 212060,Vienna,AT
Medical University of Vienna /ID# 158141,Vienna,AT
Gomel Regional Clinical Hospit /ID# 205112,Gomel,BY
Grodno city clinical hospital №2 /ID# 205113,Grodno,BY
Vitebsk Regional Advanced Clin /ID# 206778,Vitebsk,BY
AZ Sint-Maarten /ID# 212876,Mechelen,BE
Cliniques Universitaires Saint Luc /ID# 157406,WoluweSaintLambert,BE
UZ Gent /ID# 157405,Gent,BE
Imelda Ziekenhuis /ID# 157403,Bonheiden,BE
ULB Erasme /ID# 157408,Brussels,BE
AZ Maria Middelares /ID# 213532,Ghent,BE
AZ Groeninge /ID# 211513,Kortrijk,BE
UZ Leuven /ID# 157407,Leuven,BE
CHU de Liege /ID# 157409,Liege,BE
Groupe Sante CHC - Clinique du MontLegia /ID# 157404,Liege,BE
ZNA - Jan Palfijn /ID# 212877,Merksem,BE
AZ-Delta /ID# 157402,Roeselare,BE
CHU Dinant Godinne - UCL Namur /ID# 157412,Yvoir,BE
University Clinical Centre of the Republic of Srpska /ID# 164513,Banja Luka,BA
Clinical Center University of Sarajevo /ID# 165139,Sarajevo,BA
UMHAT Dr Georgi Stranski EAD /ID# 203976,Pleven,BG
University Multiprofile Hospit /ID# 165700,Plovdiv,BG
Second Multiprofile Hospital f /ID# 165702,Sofia,BG
Tokuda Hospital Sofia /ID# 165701,Sofia,BG
UMHAT Tsaritsa Joanna - ISUL /ID# 211242,Sofia,BG
UMHAT Sv. Ivan Rilski /ID# 204815,Sofia,BG
MHAT Trakia /ID# 201668,Stara Zagora,BG
University Multiprofile Hospit /ID# 167574,Varna,BG
University of Calgary /ID# 157155,Calgary,CA
Allen Whey Khye Lim Professional Corporation /ID# 169763,Edmonton,CA
Zeidler Ledcor Centre /ID# 157099,Edmonton,CA
Covenant Health /ID# 161632,Edmonton,CA
Fraser Clinical Trials Inc /ID# 159055,New Westminster,CA
GIRI Gastrointestinal Research Institute /ID# 157096,Vancouver,CA
Ltd /ID# 161631,Victoria,CA
QEII - Victoria Building /ID# 157088,Halifax,CA
IWK Health Center /ID# 165905,Halifax,CA
McMaster University Med Cent /ID# 157184,Hamilton,CA
London Health Sciences Centre /ID# 157161,London,CA
Scott Shulman Medicine Professional Corporation /ID# 165906,North Bay,CA
Medicor Research Inc. /ID# 157150,Sudbury,CA
Mount Sinai Hosp.-Toronto /ID# 169764,Toronto,CA
Toronto Digestive Disease Asso /ID# 157158,Vaughan,CA
CISSS de la Monteregie /ID# 161630,Greenfield Park,CA
Hopital Hotel-Dieu de Levis /ID# 214377,Levis,CA
Hospital Maisonneuve-Rosemont /ID# 159056,Montreal,CA
Centre Recherche luniver Montr /ID# 167068,Montreal,CA
McGill Univ HC /ID# 157085,Montreal,CA
Complejo Asistencial Dr. Sotero del Rio /ID# 169384,Santiago,CL
Servicio de Salud Occidente Hospital San Juan de Dios /ID# 171122,Santiago,CL
Hospital Guillermo Grant Benavente de Concepción /ID# 210760,Concepción,CL
Hospital Las Higueras /ID# 167092,Talcahuano,CL
Xinqiao Hospital of 3rd Military Medical University /ID# 212995,Chongqing,CN
The Sixth Affiliated Hosp Sun /ID# 210784,Guangzhou,CN
The Second Hospital of Hebei Medical University /ID# 212738,Shijiazhuang,CN
1st Aff Hosp Nanchang Univ /ID# 211036,Nanchang,CN
Shanghai Jiaotong /ID# 210840,Shanghai,CN
Shanghai Jiaotong University School of Medicine /ID# 210705,Shanghai,CN
The second affiliated hospital of Zhejiang University school of medicine /ID# 210724,Hangzhou,CN
Sir Run Run Shaw Hospital /ID# 210625,Hangzhou,CN
Jinhua Central Hospital /ID# 215628,Jinhua,CN
The Second Xiangya Hospital of Central South University /ID# 211700,Changsha,CN
Sichuan University /ID# 210890,Chengdu,CN
Guangdong General Hospital /ID# 212949,Guangzhou,CN
Jiangsu Province Hospital /ID# 210501,Nanjing,CN
Shanghai Dongfang Hospital /ID# 212684,Shanghai,CN
Tianjin Med Univ General Hosp /ID# 210926,Tianjin,CN
Union Hospital Tongji Medical College Huazhong University of Science and Technol /ID# 211039,Wuhan,CN
Tongji Hosp Tongji Med College /ID# 210858,Wuhan,CN
Renmin Hospital of Wuhan Univ /ID# 214874,Wuhan,CN
Hospital Univ San Ignacio /ID# 158734,Bogota,CO
Instituto de Coloproctologia /ID# 158743,Medellin,CO
Hospital Universitario San Vic /ID# 171486,Medellin,CO
Hospital Pablo Tobon Uribe /ID# 158730,Medellín,CO
Klinicka bolnica Dubrava Zagreb /ID# 157560,Zagreb,HR
Klinicki bolnicki centar Sestre milosrdnice /ID# 157728,Zagreb,HR
Klinicki bolnicki centar Zagreb /ID# 157561,Zagreb,HR
Klinicki bolnicki centar Osijek /ID# 157559,Osijek,HR
Klinicki bolnicki centar Split /ID# 157562,Split,HR
Zadar General Hospital /ID# 157563,Zadar,HR
Ikem /Id# 165465,Prague,CZ
Thomayerova nemocnice /ID# 162941,Prague,CZ
s.r.o. /ID# 163223,Praha,CZ
NH Hospita /ID# 211077,Horovice,CZ
Hepato-Gastroenterologie HK s.r.o. /ID# 163225,Hradec Kralove,CZ
a.s. /ID# 163226,Pardubice,CZ
Restrial /ID# 211078,Prague,CZ
Nemocnice Milosrdnych sester sv. Karla Boromejskeho v Praze /ID# 211306,Praha,CZ
Aarhus University Hospital /ID# 155664,Aarhus N,DK
Sjaellands Universitets Hospit /ID# 155532,Roskilde,DK
Sygehusenhe /ID# 161525,Nyborg,DK
Hvidovre Hospital /ID# 155530,Hvidovre,DK
Odense Universitets Hospital /ID# 155531,Odense C,DK
Alexandria university. /ID# 157187,Alexandria,EG
Alexandria university. /ID# 164540,Alexandria,EG
Cairo University /ID# 157175,Cairo,EG
Nat Hep & Trop Med Res Inst /ID# 157874,Cairo,EG
Ain Shams University Hospital /ID# 157506,Cairo,EG
Zagazig University Hospital /ID# 164539,EL Sharkya,EG
East Tallinn Central Hospital /ID# 157074,Tallinn,EE
West Tallinn Central Hospital /ID# 157075,Tallinn,EE
North EEn Medical Centre /ID# 164326,Tallinn,EE
Hopital Saint Eloi /ID# 215147,Montpellier,FR
Hopital Beaujon /ID# 166284,Clichy,FR
CHU NANCY - Hôpital Brabois Adultes /ID# 162561,Vandoeuvre les Nancy CEDEX,FR
CHU Amiens Picardie /ID# 165058,Amiens,FR
CHU Grenoble Alpes - Hopital /ID# 212834,Grenoble,FR
Chu Lille /Id# 162559,Lille,FR
CHU de Nice /ID# 162557,Nice,FR
CHU Bordeaux /ID# 162558,Pessac,FR
Chu Lyon Sud /Id# 162560,Pierre Benite,FR
Hospital Pontchaillou /ID# 213209,Rennes,FR
Hopital Nord /ID# 162562,ETIENNE Cedex,FR
Universitatsklinikum Mannheim /ID# 162031,Mannheim,DE
Universitaetsklinikum Erlangen /ID# 159343,Erlangen,DE
Universitatsklinikum Munster /ID# 159344,Munster,DE
Evangelisches Krankenhaus Kalk /ID# 212726,Cologne,DE
Uniklinik Koln /ID# 164989,Köln,DE
Zentrum für Gastroenterologie Saar MVZ GmbH /ID# 210528,Saarbrücken,DE
Klinik furer Innere Medizin /ID# 159349,Kiel,DE
Universitaetsklinikum Ulm /ID# 164990,Ulm,DE
Charite Universitatsmedizin Berlin Campus Virchow Klinikum /ID# 212220,Berlin,DE
Charite Universitatsmedizin Berlin Campus Virchow Klinikum /ID# 212894,Berlin,DE
Gastroenterologische Spezialpraxis am Wittenbergplatz /ID# 211974,Berlin,DE
Praxis am Bayrischen Platz /ID# 159350,Berlin,DE
DRK Kliniken Berlin /ID# 166151,Berlin,DE
Krankenhaus Waldfriede /ID# 212727,Berlin,DE
Stadtisches Klinikum Braunschw /ID# 163680,Braunschweig,DE
Medizinisches Versorgungszent /ID# 211555,Dachau,DE
Agaplesion Markus Krankenhaus /ID# 159345,Frankfurt,DE
Universitaetsklinikum Frankfurt /ID# 212979,Frankfurt,DE
Universitätsklinikum Freiburg /ID# 162030,Freiburg,DE
Praxis Dres. Hülsdonk/Naumann /ID# 211966,Grevenbroich,DE
Med Hochschule Hanover /ID# 162032,Hannover,DE
Praxis fuer Gastroenterologie /ID# 166150,Heidelberg,DE
Universitaetsklinikum Jena /ID# 159351,Jena,DE
EUGASTRO GmbH /ID# 212078,Leipzig,DE
Stadtisches Klin Luneburg GmbH /ID# 163678,Lueneburg,DE
Universitatsklinikum Magdeburg /ID# 211843,Magdeburg,DE
Gastro Gemeinschaftspraxis /ID# 162029,Minden,DE
Klinikum Univ. Regensburg /ID# 163813,Regensburg,DE
Tzaneio general hospital of Piraeus /ID# 206443,Piraeus,GR
General Hospital of Athens Evaggelismos and Ophthalmiatrio of Athens Polyclinic /ID# 157423,Athens,GR
